,Tokens,Occurences
4081,execut,"[('T10.txt', 1)]"
4082,rout,"[('T2.txt', 1), ('T8.txt', 1)]"
4083,mutat,"[('T7.txt', 1)]"
4084,brilliantli,"[('T1.txt', 1)]"
4085,246,"[('T1.txt', 2)]"
4086,denser,"[('T4.txt', 1), ('T5.txt', 2), ('T9.txt', 1)]"
4087,sixti,"[('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
4088,height,"[('T1.txt', 7), ('T2.txt', 1), ('T4.txt', 2), ('T7.txt', 2), ('T8.txt', 1)]"
4089,206,"[('T9.txt', 1)]"
4090,creat,"[('T9.txt', 7), ('T10.txt', 8)]"
4091,macmillan,"[('T1.txt', 3)]"
4092,propos,"[('T9.txt', 1)]"
4093,evil,"[('T9.txt', 1)]"
4094,2971,"[('T5.txt', 1)]"
4095,underwood,"[('T1.txt', 2), ('T10.txt', 2)]"
4096,pliohippu,"[('T7.txt', 1)]"
4097,weed,"[('T1.txt', 2), ('T6.txt', 1)]"
4098,invari,"[('T9.txt', 1)]"
4099,fade,"[('T1.txt', 1), ('T2.txt', 1)]"
4100,plane,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 6), ('T7.txt', 2), ('T8.txt', 1)]"
4101,lament,"[('T6.txt', 1)]"
4102,coastlin,"[('T10.txt', 1)]"
4103,beetl,"[('T1.txt', 2), ('T7.txt', 1)]"
4104,symmetri,"[('T6.txt', 6)]"
4105,pilgrim,"[('T8.txt', 1)]"
4106,dipnoi,"[('T7.txt', 1)]"
4107,horsepow,"[('T9.txt', 1)]"
4108,_upper,"[('T6.txt', 1)]"
4109,vision,"[('T2.txt', 1), ('T5.txt', 1)]"
4110,emancip,"[('T7.txt', 1), ('T8.txt', 2)]"
4111,slipperi,"[('T8.txt', 1)]"
4112,fact,"[('T1.txt', 1), ('T2.txt', 7), ('T4.txt', 3), ('T5.txt', 2), ('T6.txt', 6), ('T7.txt', 19), ('T8.txt', 3), ('T9.txt', 9), ('T10.txt', 5)]"
4113,mother,"[('T1.txt', 1), ('T6.txt', 2), ('T7.txt', 5), ('T8.txt', 3), ('T9.txt', 1)]"
4114,amnion,"[('T7.txt', 2)]"
4115,senesc,"[('T6.txt', 1)]"
4116,aptitud,"[('T1.txt', 1), ('T8.txt', 4)]"
4117,assert,"[('T7.txt', 1)]"
4118,difficult,"[('T1.txt', 1), ('T2.txt', 3), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T7.txt', 4), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
4119,liabl,"[('T7.txt', 2), ('T10.txt', 1)]"
4120,imagin,"[('T1.txt', 2), ('T4.txt', 5), ('T5.txt', 1), ('T6.txt', 2), ('T9.txt', 2), ('T10.txt', 3)]"
4121,119,"[('T1.txt', 3)]"
4122,popular,"[('T7.txt', 1), ('T9.txt', 1)]"
4123,crust,"[('T1.txt', 3), ('T6.txt', 4), ('T7.txt', 4), ('T9.txt', 1), ('T10.txt', 2)]"
4124,section,"[('T1.txt', 1), ('T3.txt', 1), ('T6.txt', 1), ('T9.txt', 1), ('T10.txt', 9)]"
4125,allot,"[('T7.txt', 1)]"
4126,wane,"[('T7.txt', 2)]"
4127,84116,"[('T10.txt', 1)]"
4128,spiral,"[('T1.txt', 8), ('T4.txt', 8), ('T5.txt', 11), ('T6.txt', 3), ('T7.txt', 1)]"
4129,lobster,"[('T7.txt', 1)]"
4130,reason,"[('T1.txt', 2), ('T2.txt', 3), ('T3.txt', 3), ('T4.txt', 1), ('T5.txt', 3), ('T6.txt', 1), ('T7.txt', 7), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 7)]"
4131,patienc,"[('T1.txt', 2)]"
4132,_natur,"[('T6.txt', 2)]"
4133,touch,"[('T5.txt', 1), ('T6.txt', 2), ('T8.txt', 1)]"
4134,met,"[('T4.txt', 2), ('T7.txt', 2), ('T10.txt', 1)]"
4135,hardli,"[('T1.txt', 1), ('T2.txt', 2), ('T3.txt', 1), ('T4.txt', 2), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1)]"
4136,ring,"[('T2.txt', 1), ('T3.txt', 2), ('T4.txt', 2), ('T6.txt', 4), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 4), ('T10.txt', 1)]"
4137,magic,"[('T1.txt', 1)]"
4138,remain,"[('T1.txt', 3), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 7), ('T7.txt', 7), ('T8.txt', 1), ('T9.txt', 7), ('T10.txt', 3)]"
4139,viru,"[('T10.txt', 1)]"
4140,cough,"[('T6.txt', 1)]"
4141,exact,"[('T9.txt', 1)]"
4142,integumentari,"[('T7.txt', 1)]"
4143,lightest,"[('T9.txt', 2)]"
4144,hood,"[('T7.txt', 3)]"
4145,believ,"[('T1.txt', 2), ('T2.txt', 1), ('T3.txt', 5), ('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 2), ('T9.txt', 2), ('T10.txt', 1)]"
4146,leg,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 4)]"
4147,60,"[('T1.txt', 2), ('T2.txt', 1), ('T10.txt', 1)]"
4148,owe,"[('T1.txt', 2), ('T4.txt', 1), ('T5.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 3)]"
4149,vascular,"[('T7.txt', 2)]"
4150,_manti,"[('T1.txt', 1)]"
4151,carbonifer,"[('T7.txt', 9), ('T9.txt', 2)]"
4152,properti,"[('T6.txt', 1), ('T9.txt', 3), ('T10.txt', 3)]"
4153,foraminif,"[('T1.txt', 1), ('T6.txt', 1)]"
4154,_integrative_,"[('T7.txt', 1)]"
4155,ting,"[('T3.txt', 1), ('T4.txt', 1)]"
4156,hypothesi,"[('T2.txt', 1), ('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T10.txt', 1)]"
4157,immort,"[('T6.txt', 1)]"
4158,nutrit,"[('T6.txt', 3), ('T7.txt', 2)]"
4159,occupi,"[('T1.txt', 1), ('T3.txt', 1), ('T7.txt', 1)]"
4160,eleventh,"[('T1.txt', 1), ('T3.txt', 1)]"
4161,contrari,"[('T3.txt', 1), ('T6.txt', 1)]"
4162,starch,"[('T6.txt', 2)]"
4163,phosphoru,"[('T9.txt', 1)]"
4164,fifteen,"[('T3.txt', 1), ('T7.txt', 1), ('T8.txt', 2)]"
4165,scope,"[('T10.txt', 1)]"
4166,chimpanze,"[('T1.txt', 8)]"
4167,zero,"[('T10.txt', 2)]"
4168,solemn,"[('T1.txt', 1), ('T6.txt', 1)]"
4169,term,"[('T1.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T10.txt', 21)]"
4170,_cenozo,"[('T7.txt', 1)]"
4171,latitud,"[('T3.txt', 1)]"
4172,sampl,"[('T7.txt', 1)]"
4173,motor,"[('T6.txt', 8)]"
4174,172,"[('T1.txt', 1), ('T3.txt', 1)]"
4175,c,"[('T1.txt', 4), ('T2.txt', 2), ('T3.txt', 1), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 2), ('T10.txt', 6)]"
4176,_visible_,"[('T9.txt', 1)]"
4177,sixth,"[('T1.txt', 1), ('T8.txt', 1)]"
4178,restrict,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T10.txt', 1)]"
4179,trent,"[('T1.txt', 2), ('T10.txt', 2)]"
4180,solitari,"[('T4.txt', 2)]"
4181,mar,"[('T1.txt', 4), ('T2.txt', 1), ('T3.txt', 23), ('T5.txt', 1), ('T10.txt', 5)]"
4182,solar,"[('T1.txt', 30), ('T2.txt', 8), ('T3.txt', 2), ('T4.txt', 6), ('T5.txt', 1), ('T6.txt', 5), ('T7.txt', 2), ('T9.txt', 3), ('T10.txt', 3)]"
4183,chin,"[('T7.txt', 2)]"
4184,elliott,"[('T1.txt', 2)]"
4185,lid,"[('T7.txt', 1)]"
4186,lankest,"[('T8.txt', 2)]"
4187,later,"[('T1.txt', 2), ('T2.txt', 1), ('T6.txt', 5), ('T7.txt', 2), ('T9.txt', 5), ('T10.txt', 1)]"
4188,finit,"[('T5.txt', 1)]"
4189,rariti,"[('T4.txt', 1), ('T7.txt', 2)]"
4190,seclud,"[('T7.txt', 1)]"
4191,novel,"[('T8.txt', 2)]"
4192,pearl,"[('T9.txt', 1)]"
4193,rob,"[('T5.txt', 1)]"
4194,sustain,"[('T7.txt', 1)]"
4195,cavern,"[('T1.txt', 2)]"
4196,succeed,"[('T3.txt', 2), ('T7.txt', 2), ('T10.txt', 2)]"
4197,pupa,"[('T7.txt', 1)]"
4198,crop,"[('T7.txt', 2), ('T8.txt', 1)]"
4199,holder,"[('T1.txt', 1), ('T5.txt', 1), ('T10.txt', 4)]"
4200,20,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T10.txt', 1)]"
4201,moon_,"[('T10.txt', 1)]"
4202,thirtieth,"[('T8.txt', 2)]"
4203,respir,"[('T7.txt', 1)]"
4204,sprinkl,"[('T9.txt', 1)]"
4205,radiat,"[('T2.txt', 2), ('T4.txt', 2), ('T7.txt', 3), ('T9.txt', 3), ('T10.txt', 6)]"
4206,arc,"[('T1.txt', 1), ('T6.txt', 1)]"
4207,monument,"[('T1.txt', 1)]"
4208,duck,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
4209,rigel,"[('T5.txt', 1)]"
4210,intim,"[('T1.txt', 1), ('T6.txt', 4), ('T7.txt', 1)]"
4211,drought,"[('T6.txt', 1), ('T7.txt', 2)]"
4212,lit,"[('T4.txt', 1), ('T5.txt', 1), ('T9.txt', 1)]"
4213,stage,"[('T1.txt', 5), ('T4.txt', 4), ('T5.txt', 2), ('T6.txt', 3), ('T7.txt', 8), ('T9.txt', 2)]"
4214,whether,"[('T1.txt', 3), ('T2.txt', 2), ('T3.txt', 2), ('T4.txt', 1), ('T5.txt', 2), ('T8.txt', 3), ('T9.txt', 2)]"
4215,_is_,"[('T2.txt', 1), ('T3.txt', 1)]"
4216,chromosom,"[('T6.txt', 8)]"
4217,swiftest,"[('T10.txt', 1)]"
4218,digest,"[('T6.txt', 3), ('T7.txt', 1)]"
4219,ulna,"[('T7.txt', 2)]"
4220,ventral,"[('T7.txt', 2)]"
4221,admit,"[('T1.txt', 1), ('T7.txt', 2)]"
4222,147,"[('T1.txt', 3)]"
4223,pari,"[('T5.txt', 1), ('T7.txt', 1)]"
4224,molecul,"[('T1.txt', 1), ('T6.txt', 2), ('T9.txt', 6), ('T10.txt', 3)]"
4225,defenceless,"[('T7.txt', 1)]"
4226,philosoph,"[('T1.txt', 2), ('T6.txt', 1), ('T8.txt', 1)]"
4227,longitudin,"[('T6.txt', 1)]"
4228,nation,"[('T1.txt', 1)]"
4229,picturesqu,"[('T2.txt', 1)]"
4230,attempt,"[('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
4231,minor,"[('T7.txt', 4)]"
4232,lever,"[('T7.txt', 1)]"
4233,present,"[('T1.txt', 6), ('T2.txt', 3), ('T3.txt', 2), ('T5.txt', 3), ('T6.txt', 6), ('T7.txt', 4), ('T8.txt', 3), ('T9.txt', 4), ('T10.txt', 6)]"
4234,goodrich,"[('T7.txt', 1)]"
4235,revenu,"[('T10.txt', 1)]"
4236,spend,"[('T5.txt', 1), ('T7.txt', 1)]"
4237,vapour,"[('T1.txt', 3), ('T2.txt', 4), ('T3.txt', 3), ('T4.txt', 5), ('T5.txt', 1), ('T9.txt', 1)]"
4238,conserv,"[('T7.txt', 2), ('T9.txt', 1)]"
4239,hill,"[('T1.txt', 1), ('T4.txt', 1), ('T7.txt', 1)]"
4240,infect,"[('T6.txt', 2)]"
4241,1907,"[('T3.txt', 1)]"
4242,fluke,"[('T7.txt', 1)]"
4243,ideal,"[('T6.txt', 1), ('T7.txt', 1)]"
4244,compass,"[('T1.txt', 1), ('T2.txt', 1), ('T9.txt', 1)]"
4245,found,"[('T1.txt', 1), ('T2.txt', 7), ('T3.txt', 2), ('T4.txt', 2), ('T5.txt', 2), ('T6.txt', 9), ('T7.txt', 4), ('T8.txt', 4), ('T9.txt', 9), ('T10.txt', 4)]"
4246,locat,"[('T10.txt', 6)]"
4247,rug,"[('T4.txt', 1)]"
4248,_local_,"[('T7.txt', 1)]"
4249,teeth,"[('T6.txt', 1), ('T7.txt', 7), ('T8.txt', 2), ('T9.txt', 1)]"
4250,omn,"[('T6.txt', 1)]"
4251,typic,"[('T1.txt', 2), ('T3.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
4252,sedimentari,"[('T6.txt', 1), ('T7.txt', 5)]"
4253,lectur,"[('T10.txt', 1)]"
4254,crevic,"[('T6.txt', 1)]"
4255,slow,"[('T1.txt', 2), ('T4.txt', 1), ('T6.txt', 4), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 9)]"
4256,loot,"[('T7.txt', 1)]"
4257,nearli,"[('T2.txt', 2), ('T3.txt', 1), ('T5.txt', 3), ('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 5), ('T10.txt', 2)]"
4258,name,"[('T1.txt', 2), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 1), ('T7.txt', 2), ('T9.txt', 1), ('T10.txt', 2)]"
4259,late,"[('T1.txt', 2), ('T3.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
4260,antagonist,"[('T7.txt', 1)]"
4261,smallest,"[('T9.txt', 2)]"
4262,whenc,"[('T4.txt', 1), ('T5.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
4263,photographi,"[('T4.txt', 1)]"
4264,greenwich,"[('T1.txt', 3), ('T2.txt', 1), ('T4.txt', 2), ('T5.txt', 1)]"
4265,deni,"[('T1.txt', 1)]"
4266,natur,"[('T1.txt', 19), ('T2.txt', 4), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 20), ('T7.txt', 15), ('T8.txt', 3), ('T9.txt', 18), ('T10.txt', 9)]"
4267,enter,"[('T1.txt', 3), ('T4.txt', 3), ('T5.txt', 2), ('T6.txt', 3), ('T9.txt', 4)]"
4268,variou,"[('T1.txt', 4), ('T2.txt', 4), ('T4.txt', 2), ('T6.txt', 3), ('T7.txt', 4), ('T9.txt', 8), ('T10.txt', 2)]"
4269,atom_,"[('T9.txt', 1)]"
4270,citizen,"[('T1.txt', 1)]"
4271,fainter,"[('T5.txt', 1)]"
4272,econom,"[('T9.txt', 1)]"
4273,winter,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 6), ('T8.txt', 1)]"
4274,black,"[('T4.txt', 2), ('T9.txt', 2)]"
4275,sun_,"[('T5.txt', 1)]"
4276,read,"[('T1.txt', 2), ('T5.txt', 1), ('T7.txt', 4), ('T8.txt', 1), ('T10.txt', 4)]"
4277,achiev,"[('T6.txt', 2), ('T7.txt', 1)]"
4278,daniel,"[('T10.txt', 1)]"
4279,fanci,"[('T6.txt', 1)]"
4280,tissu,"[('T6.txt', 4), ('T7.txt', 2)]"
4281,everlast,"[('T4.txt', 1)]"
4282,_mesozo,"[('T7.txt', 1)]"
4283,move,"[('T1.txt', 6), ('T2.txt', 5), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 3), ('T6.txt', 4), ('T7.txt', 3), ('T8.txt', 2), ('T9.txt', 7), ('T10.txt', 4)]"
4284,g,"[('T1.txt', 6), ('T6.txt', 5), ('T7.txt', 10), ('T8.txt', 1), ('T10.txt', 3)]"
4285,clerk,"[('T1.txt', 1), ('T10.txt', 1)]"
4286,anger,"[('T7.txt', 1)]"
4287,rapid,"[('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 3), ('T9.txt', 6)]"
4288,pink,"[('T9.txt', 1)]"
4289,newli,"[('T7.txt', 1)]"
4290,enorm,"[('T1.txt', 3), ('T2.txt', 7), ('T4.txt', 6), ('T6.txt', 1), ('T7.txt', 4), ('T9.txt', 3), ('T10.txt', 4)]"
4291,churn,"[('T9.txt', 1)]"
4292,hear,"[('T8.txt', 4), ('T9.txt', 2), ('T10.txt', 1)]"
4293,treacli,"[('T2.txt', 1)]"
4294,foresti,"[('T1.txt', 1)]"
4295,lasso,"[('T6.txt', 1)]"
4296,_intern,"[('T7.txt', 1)]"
4297,iv,"[('T1.txt', 1), ('T6.txt', 1)]"
4298,invent,"[('T4.txt', 1), ('T5.txt', 2), ('T7.txt', 1), ('T9.txt', 2)]"
4299,advent,"[('T1.txt', 1)]"
4300,tree,"[('T1.txt', 4), ('T5.txt', 2), ('T6.txt', 5), ('T7.txt', 9), ('T8.txt', 2), ('T9.txt', 1)]"
4301,fed,"[('T3.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
4302,stow,"[('T7.txt', 2)]"
4303,94,"[('T1.txt', 2)]"
4304,chameleon,"[('T1.txt', 1)]"
4305,claviu,"[('T4.txt', 1)]"
4306,newt,"[('T7.txt', 1)]"
4307,enjoy,"[('T8.txt', 1)]"
4308,millionth,"[('T1.txt', 1), ('T9.txt', 1)]"
4309,poorli,"[('T8.txt', 1)]"
4310,densiti,"[('T4.txt', 1), ('T10.txt', 1)]"
4311,wrongli,"[('T3.txt', 1)]"
4312,inexor,"[('T10.txt', 1)]"
4313,hutchinson,"[('T7.txt', 1)]"
4314,indic,"[('T1.txt', 1), ('T2.txt', 1), ('T3.txt', 1), ('T7.txt', 5), ('T9.txt', 2), ('T10.txt', 2)]"
4315,observatory_,"[('T1.txt', 1)]"
4316,infusorian,"[('T6.txt', 1), ('T7.txt', 1)]"
4317,golden,"[('T2.txt', 1), ('T7.txt', 4)]"
4318,whalebon,"[('T7.txt', 1)]"
4319,air,"[('T1.txt', 2), ('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 8), ('T6.txt', 5), ('T7.txt', 23), ('T9.txt', 9), ('T10.txt', 1)]"
4320,intrud,"[('T6.txt', 1), ('T7.txt', 1)]"
4321,gluten,"[('T6.txt', 1)]"
4322,gisbert,"[('T10.txt', 1)]"
4323,evolut,"[('T1.txt', 17), ('T4.txt', 5), ('T6.txt', 37), ('T7.txt', 60), ('T8.txt', 2), ('T9.txt', 7), ('T10.txt', 1)]"
4324,illumin,"[('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 2), ('T9.txt', 1)]"
4325,matter_,"[('T9.txt', 1), ('T10.txt', 1)]"
4326,unit,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T6.txt', 10), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 11)]"
4327,metcalf,"[('T7.txt', 1)]"
4328,nucleu,"[('T1.txt', 3), ('T4.txt', 5), ('T5.txt', 1), ('T6.txt', 4), ('T7.txt', 1), ('T9.txt', 15)]"
4329,surpass,"[('T1.txt', 3), ('T6.txt', 1)]"
4330,even,"[('T1.txt', 6), ('T2.txt', 6), ('T3.txt', 3), ('T4.txt', 9), ('T5.txt', 4), ('T6.txt', 8), ('T7.txt', 6), ('T8.txt', 3), ('T9.txt', 12), ('T10.txt', 9)]"
4331,temperatur,"[('T1.txt', 3), ('T2.txt', 4), ('T4.txt', 6), ('T5.txt', 1), ('T6.txt', 4), ('T8.txt', 1), ('T9.txt', 3), ('T10.txt', 21)]"
4332,violent,"[('T2.txt', 1), ('T4.txt', 1), ('T6.txt', 2), ('T9.txt', 8), ('T10.txt', 1)]"
4333,solid,"[('T2.txt', 3), ('T3.txt', 2), ('T4.txt', 1), ('T6.txt', 1), ('T9.txt', 1), ('T10.txt', 7)]"
4334,latro_,"[('T1.txt', 1)]"
4335,among,"[('T1.txt', 2), ('T6.txt', 7), ('T7.txt', 16), ('T8.txt', 1)]"
4336,truli,"[('T1.txt', 1), ('T5.txt', 1)]"
4337,opportun,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T10.txt', 2)]"
4338,best,"[('T1.txt', 1), ('T2.txt', 3), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
4339,gaunt,"[('T4.txt', 1)]"
4340,vaporis,"[('T3.txt', 1), ('T5.txt', 1)]"
4341,fine,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 2)]"
4342,_identity_,"[('T9.txt', 1)]"
4343,19,"[('T1.txt', 3), ('T2.txt', 1), ('T4.txt', 2)]"
4344,site,"[('T1.txt', 1), ('T3.txt', 1), ('T10.txt', 4)]"
4345,serial,"[('T1.txt', 1)]"
4346,accur,"[('T1.txt', 2), ('T5.txt', 2), ('T6.txt', 1)]"
4347,kindli,"[('T7.txt', 1)]"
4348,pterodactyl,"[('T1.txt', 1), ('T7.txt', 6)]"
4349,rock,"[('T1.txt', 3), ('T6.txt', 4), ('T7.txt', 16), ('T8.txt', 1), ('T10.txt', 1)]"
4350,standard,"[('T1.txt', 1), ('T10.txt', 1)]"
4351,revolv,"[('T1.txt', 1), ('T3.txt', 2), ('T6.txt', 1), ('T9.txt', 7), ('T10.txt', 1)]"
4352,polic,"[('T8.txt', 1)]"
4353,class,"[('T1.txt', 3), ('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 6)]"
4354,institut,"[('T1.txt', 1), ('T2.txt', 2), ('T6.txt', 2)]"
4355,ovum,"[('T6.txt', 6)]"
4356,flame,"[('T1.txt', 8), ('T2.txt', 2), ('T4.txt', 1), ('T6.txt', 1)]"
4357,eclips,"[('T1.txt', 9), ('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T9.txt', 1)]"
4358,inhabit,"[('T1.txt', 2), ('T7.txt', 3), ('T9.txt', 1), ('T10.txt', 1)]"
4359,cerebrum,"[('T6.txt', 1)]"
4360,marin,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
4361,_everything_,"[('T1.txt', 1)]"
4362,escap,"[('T6.txt', 2), ('T8.txt', 1), ('T10.txt', 2)]"
4363,reservoir,"[('T10.txt', 3)]"
4364,sun,"[('T1.txt', 70), ('T2.txt', 69), ('T3.txt', 16), ('T4.txt', 18), ('T5.txt', 10), ('T6.txt', 7), ('T9.txt', 23), ('T10.txt', 13)]"
4365,brave,"[('T7.txt', 1)]"
4366,know,"[('T1.txt', 7), ('T2.txt', 9), ('T3.txt', 2), ('T4.txt', 7), ('T5.txt', 5), ('T6.txt', 6), ('T7.txt', 4), ('T8.txt', 2), ('T9.txt', 12), ('T10.txt', 7)]"
4367,literari,"[('T10.txt', 13)]"
4368,ancestr,"[('T6.txt', 1), ('T7.txt', 1)]"
4369,month,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T10.txt', 10)]"
4370,odd,"[('T1.txt', 1), ('T6.txt', 1), ('T9.txt', 2)]"
4371,hundr,"[('T1.txt', 8), ('T2.txt', 2), ('T3.txt', 5), ('T4.txt', 7), ('T5.txt', 3), ('T6.txt', 2), ('T7.txt', 2), ('T9.txt', 4), ('T10.txt', 1)]"
4372,accept,"[('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 2), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 4)]"
4373,_a,"[('T5.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
4374,utan,"[('T1.txt', 3)]"
4375,portent,"[('T5.txt', 1), ('T9.txt', 1)]"
4376,twelv,"[('T7.txt', 1)]"
4377,concis,"[('T1.txt', 1)]"
4378,prematur,"[('T7.txt', 1)]"
4379,septemb,"[('T1.txt', 3), ('T4.txt', 1)]"
4380,attent,"[('T1.txt', 1), ('T5.txt', 1), ('T8.txt', 1)]"
4381,nerv,"[('T6.txt', 18), ('T8.txt', 1), ('T9.txt', 2)]"
4382,throughout,"[('T1.txt', 1), ('T2.txt', 2), ('T6.txt', 4), ('T7.txt', 3), ('T9.txt', 1), ('T10.txt', 2)]"
4383,shorten,"[('T7.txt', 1)]"
4384,butterfli,"[('T1.txt', 1), ('T6.txt', 1)]"
4385,dioxid,"[('T6.txt', 1)]"
4386,equal,"[('T5.txt', 2), ('T6.txt', 3), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 5)]"
4387,british,"[('T1.txt', 9), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 5), ('T9.txt', 2)]"
4388,receiv,"[('T1.txt', 2), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 3), ('T10.txt', 9)]"
4389,anemon,"[('T1.txt', 3), ('T6.txt', 7)]"
4390,shred,"[('T2.txt', 1)]"
4391,eurypterid,"[('T7.txt', 1)]"
4392,provinc,"[('T7.txt', 1)]"
4393,blown,"[('T6.txt', 1)]"
4394,volum,"[('T1.txt', 2)]"
4395,kidney,"[('T1.txt', 1), ('T6.txt', 2)]"
4396,ovul,"[('T6.txt', 1), ('T7.txt', 2)]"
4397,converg,"[('T7.txt', 1)]"
4398,climb,"[('T1.txt', 1), ('T7.txt', 1)]"
4399,98,"[('T5.txt', 1)]"
4400,wait,"[('T6.txt', 1), ('T8.txt', 1)]"
4401,_recent,"[('T7.txt', 1)]"
4402,wet,"[('T6.txt', 1)]"
4403,debat,"[('T5.txt', 1)]"
4404,shaken,"[('T9.txt', 1)]"
4405,bone,"[('T7.txt', 11)]"
4406,palm,"[('T1.txt', 1), ('T7.txt', 3)]"
4407,staff,"[('T10.txt', 1)]"
4408,smoke,"[('T1.txt', 1), ('T4.txt', 1), ('T9.txt', 1)]"
4409,send,"[('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 4), ('T10.txt', 2)]"
4410,antenna,"[('T7.txt', 1)]"
4411,electron,"[('T1.txt', 10), ('T9.txt', 102), ('T10.txt', 32)]"
4412,racial,"[('T6.txt', 1), ('T7.txt', 1)]"
4413,lemur,"[('T7.txt', 1)]"
4414,yucca,"[('T1.txt', 1), ('T6.txt', 5), ('T7.txt', 6)]"
4415,frequent,"[('T6.txt', 1), ('T7.txt', 1)]"
4416,facial,"[('T7.txt', 1)]"
4417,lycosa,"[('T6.txt', 1)]"
4418,light,"[('T1.txt', 18), ('T2.txt', 32), ('T3.txt', 4), ('T4.txt', 10), ('T5.txt', 22), ('T6.txt', 8), ('T7.txt', 3), ('T9.txt', 84), ('T10.txt', 6)]"
4419,_reflect_,"[('T9.txt', 1)]"
4420,serpent,"[('T8.txt', 1)]"
4421,46,"[('T5.txt', 1)]"
4422,rivalri,"[('T5.txt', 2)]"
4423,person,"[('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 4)]"
4424,duckl,"[('T8.txt', 1)]"
4425,lengthen,"[('T4.txt', 1), ('T9.txt', 1)]"
4426,heart,"[('T1.txt', 1), ('T7.txt', 1)]"
4427,aquat,"[('T1.txt', 1), ('T7.txt', 3)]"
4428,woodpeck,"[('T1.txt', 1), ('T8.txt', 1)]"
4429,abil,"[('T7.txt', 1)]"
4430,download,"[('T10.txt', 1)]"
4431,previou,"[('T1.txt', 1), ('T6.txt', 1), ('T9.txt', 2), ('T10.txt', 2)]"
4432,discov,"[('T1.txt', 8), ('T2.txt', 4), ('T5.txt', 2), ('T6.txt', 4), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 4), ('T10.txt', 8)]"
4433,geologist,"[('T7.txt', 4)]"
4434,_histori,"[('T5.txt', 1)]"
4435,oil,"[('T8.txt', 1), ('T9.txt', 1)]"
